#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   0.00000    -12.112572    -12.110739
 
# Band-Index    3
   0.00000    -12.107139    -12.108214
   0.00613    -12.110248    -12.110657
   0.01226    -12.112243    -12.110410
   0.01838    -12.111833    -12.109998
   0.02451    -12.111260    -12.109423
   0.03064    -12.110523    -12.108684
   0.03677    -12.109624    -12.107781
   0.04290    -12.108562    -12.106716
   0.04903    -12.107339    -12.105489
   0.05515    -12.105956    -12.104101
   0.06128    -12.104413    -12.102552
   0.06741    -12.102711    -12.100845
   0.07354    -12.100852    -12.098979
   0.07967    -12.098836    -12.096957
   0.08579    -12.096667    -12.094779
   0.09192    -12.094343    -12.092448
   0.09805    -12.091869    -12.089964
   0.10418    -12.089245    -12.087331
   0.11031    -12.086473    -12.084549
   0.11644    -12.083555    -12.081620
   0.12256    -12.080494    -12.078548
   0.12869    -12.077292    -12.075334
   0.13482    -12.073952    -12.071980
   0.14095    -12.070476    -12.068491
   0.14708    -12.066867    -12.064868
   0.15320    -12.063129    -12.061114
   0.15933    -12.059264    -12.057233
   0.16546    -12.055276    -12.053228
   0.17159    -12.051168    -12.049103
   0.17772    -12.046945    -12.044862
   0.18385    -12.042610    -12.040507
   0.18997    -12.038168    -12.036045
   0.19610    -12.033623    -12.031479
   0.20223    -12.028980    -12.026813
   0.20836    -12.024244    -12.022053
   0.21449    -12.019420    -12.017205
   0.22061    -12.014514    -12.012272
   0.22674    -12.009531    -12.007262
   0.23287    -12.004478    -12.002181
   0.23900    -11.999361    -11.997034
   0.23900    -11.999361    -11.997034
   0.24530    -12.006328    -12.004006
   0.25161    -12.016034    -12.013972
   0.25791    -12.026538    -12.024655
   0.26422    -12.037338    -12.035576
   0.27052    -12.048264    -12.046591
   0.27682    -12.059242    -12.057638
   0.28313    -12.070233    -12.068686
   0.28943    -12.081215    -12.079716
   0.29574    -12.092172    -12.090715
   0.30204    -12.103090    -12.101671
   0.30835    -12.113962    -12.112577
   0.31465    -12.124778    -12.123426
   0.32095    -12.135532    -12.134209
   0.32726    -12.146216    -12.144923
   0.33356    -12.156826    -12.155561
   0.33987    -12.167355    -12.166117
   0.34617    -12.177799    -12.176586
   0.35248    -12.188151    -12.186964
   0.35878    -12.198409    -12.197246
   0.36508    -12.208566    -12.207427
   0.37139    -12.218620    -12.217504
   0.37769    -12.228564    -12.227472
   0.38400    -12.238397    -12.237326
   0.39030    -12.248112    -12.247064
   0.39661    -12.257707    -12.256681
   0.40291    -12.267178    -12.266174
   0.40921    -12.276521    -12.275539
   0.41552    -12.285734    -12.284773
   0.42182    -12.294812    -12.293873
   0.42813    -12.303752    -12.302834
   0.43443    -12.312552    -12.311655
   0.44074    -12.321208    -12.320332
   0.44704    -12.329718    -12.328863
   0.45334    -12.338078    -12.337243
   0.45965    -12.346286    -12.345472
   0.46595    -12.354339    -12.353546
   0.47226    -12.362235    -12.361462
   0.47856    -12.369971    -12.369218
   0.48486    -12.375158    -12.376000
   0.48486    -12.375158    -12.376000
   0.49366    -12.377149    -12.375699
   0.50245    -12.376346    -12.374990
   0.51124    -12.375136    -12.373875
   0.52003    -12.373518    -12.372354
   0.52882    -12.371494    -12.370427
   0.53761    -12.369065    -12.368095
   0.54641    -12.366233    -12.365359
   0.55520    -12.362998    -12.362219
   0.56399    -12.359362    -12.358678
   0.57278    -12.355327    -12.354736
   0.58157    -12.350896    -12.350397
   0.59036    -12.346070    -12.345660
   0.59916    -12.340852    -12.340529
   0.60795    -12.335245    -12.335007
   0.61674    -12.329252    -12.329095
   0.62553    -12.322876    -12.322798
   0.63432    -12.316122    -12.316119
   0.64311    -12.308993    -12.309061
   0.65190    -12.301494    -12.301629
   0.66070    -12.293630    -12.293827
   0.66949    -12.285406    -12.285661
   0.67828    -12.276827    -12.277137
   0.68707    -12.267902    -12.268261
