#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   0.55588     -8.719268     -8.719257
   0.51312     -8.552085     -8.552074
   0.47036     -8.399645     -8.399635
   0.42760     -8.264611     -8.264600
   0.38484     -8.148723     -8.148712
   0.34208     -8.052568     -8.052558
   0.29932     -7.975448     -7.975437
   0.25656     -7.915649     -7.915638
   0.21380     -7.870815     -7.870804
   0.17104     -7.838380     -7.838369
   0.12828     -7.815916     -7.815906
   0.08552     -7.801397     -7.801386
   0.04276     -7.793301     -7.793290
   0.00000     -7.790706     -7.790695
 
# Band-Index    5
   0.00000     -7.790706     -7.790695
   0.04276     -7.784231     -7.784220
   0.08552     -7.764812     -7.764801
   0.12828     -7.732455     -7.732444
   0.17104     -7.687167     -7.687156
   0.21380     -7.628974     -7.628963
   0.25656     -7.557896     -7.557885
   0.29932     -7.473960     -7.473949
   0.34208     -7.377199     -7.377188
   0.38484     -7.267652     -7.267642
   0.42760     -7.145368     -7.145357
   0.47036     -7.010385     -7.010374
   0.51312     -6.862777     -6.862766
   0.55588     -6.702610     -6.702599
   0.59864     -6.529956     -6.529945
   0.64139     -6.344885     -6.344875
   0.68415     -6.147515     -6.147504
   0.72691     -5.937943     -5.937932
   0.76967     -5.716297     -5.716287
   0.81243     -5.482713     -5.482703
   0.81243     -5.482713     -5.482703
   0.83095     -5.546671     -5.546661
   0.84946     -5.618205     -5.618194
   0.86798     -5.696223     -5.696212
   0.88650     -5.779435     -5.779425
   0.90501     -5.866468     -5.866457
   0.92353     -5.955930     -5.955918
   0.94204     -6.046477     -6.046465
   0.96056     -6.136809     -6.136797
   0.97907     -6.225680     -6.225668
   0.99759     -6.311881     -6.311869
   1.01610     -6.394221     -6.394209
   1.03462     -6.471518     -6.471505
   1.05313     -6.542568     -6.542556
   1.07165     -6.606189     -6.606177
   1.09017     -6.661212     -6.661199
   1.10868     -6.706528     -6.706515
   1.12720     -6.741160     -6.741147
   1.14571     -6.764311     -6.764298
   1.16423     -6.775433     -6.775420
   1.16423     -6.775433     -6.775420
   1.21977     -6.735600     -6.735587
   1.27532     -6.594896     -6.594883
   1.33087     -6.649876     -6.649863
   1.38641     -6.710834     -6.710821
   1.44196     -6.745860     -6.745847
   1.49751     -6.757078     -6.757065
   1.55305     -6.749471     -6.749459
   1.60860     -6.731453     -6.731441
   1.66415     -6.714807     -6.714796
   1.71969     -6.713287     -6.713276
   1.77524     -6.739423     -6.739412
   1.83078     -6.800456     -6.800446
   1.88633     -6.896168     -6.896158
   1.94188     -7.020369     -7.020358
   1.99742     -7.164296     -7.164285
   2.05297     -7.319447     -7.319437
   2.10852     -7.478833     -7.478822
   2.16406     -7.637180     -7.637169
   2.21961     -7.790706     -7.790695
   2.21961     -7.790706     -7.790695
   2.27198     -7.587164     -7.587153
   2.32435     -7.378970     -7.378959
   2.37672     -7.170086     -7.170075
   2.42909     -6.966189     -6.966179
   2.48146     -6.775297     -6.775287
   2.53383     -6.608134     -6.608124
   2.58620     -6.477383     -6.477373
   2.63857     -6.394579     -6.394568
   2.69094     -6.364885     -6.364874
   2.74331     -6.383773     -6.383761
   2.79568     -6.439107     -6.439095
   2.84805     -6.516489     -6.516476
   2.90042     -6.603129     -6.603116
   2.95278     -6.689164     -6.689150
   3.00515     -6.767404     -6.767390
   3.05752     -6.832771     -6.832757
   3.10989     -6.881742     -6.881728
   3.16226     -6.912002     -6.911988
   3.21463     -6.922234     -6.922220
   3.21463     -6.922234     -6.922220
   3.23601     -6.921471     -6.921457
   3.25739     -6.919189     -6.919174
   3.27877     -6.915412     -6.915398
   3.30015     -6.910183     -6.910168
   3.32153     -6.903560     -6.903546
   3.34291     -6.895621     -6.895607
   3.36429     -6.886460     -6.886446
   3.38567     -6.876203     -6.876189
   3.40705     -6.864990     -6.864976
   3.42843     -6.852994     -6.852980
   3.44981     -6.840419     -6.840405
   3.47119     -6.827494     -6.827481
   3.49257     -6.814505     -6.814492
