#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   2.88672    -14.326047    -14.326069
   2.97172    -14.182538    -14.182560
   3.05673    -14.007304    -14.007326
   3.14173    -13.799543    -13.799565
   3.22674    -13.559342    -13.559364
   3.31174    -13.287617    -13.287638
   3.39675    -12.986287    -12.986308
   3.39675    -12.986287    -12.986308
   3.47689    -13.394663    -13.394684
   3.55703    -13.777178    -13.777200
   3.63718    -14.131451    -14.131474
   3.71732    -14.455839    -14.455863
   3.79746    -14.749176    -14.749201
   3.87761    -15.010677    -15.010702
   3.95775    -15.239880    -15.239906
   4.03789    -15.436630    -15.436655
   4.11803    -15.600951    -15.600976
   4.19818    -15.733551    -15.733576
   4.27832    -15.835204    -15.835229
   4.35846    -15.907390    -15.907415
   4.43861    -15.952222    -15.952246
   4.51875    -15.972904    -15.972927
   4.59889    -15.973864    -15.973886
   4.67904    -15.961258    -15.961279
   4.75918    -15.942765    -15.942785
   4.83932    -15.926837    -15.926856
   4.91947    -15.920559    -15.920578
   4.91947    -15.920559    -15.920578
   4.95218    -15.917734    -15.917752
   4.98490    -15.909320    -15.909339
   5.01762    -15.895199    -15.895218
   5.05034    -15.875435    -15.875453
   5.08306    -15.850033    -15.850052
   5.11578    -15.819004    -15.819022
   5.14849    -15.782354    -15.782372
   5.18121    -15.740096    -15.740114
   5.21393    -15.692244    -15.692263
   5.24665    -15.638815    -15.638833
   5.27937    -15.579827    -15.579846
   5.31209    -15.515392    -15.515410
   5.34480    -15.445355    -15.445373
   5.37752    -15.369833    -15.369851
   5.41024    -15.288860    -15.288878
   5.44296    -15.202492    -15.202510
   5.47568    -15.110733    -15.110750
   5.50840    -15.013639    -15.013657
   5.54111    -14.911288    -14.911305
   5.54111    -14.911288    -14.911305
   5.57383    -14.930688    -14.930706
   5.60655    -14.986559    -14.986577
   5.63927    -15.072947    -15.072966
   5.67199    -15.182551    -15.182571
   5.70471    -15.308599    -15.308620
   5.73742    -15.445535    -15.445557
   5.77014    -15.589139    -15.589162
   5.80286    -15.736336    -15.736360
   5.83558    -15.884855    -15.884880
   5.86830    -16.033044    -16.033070
   5.90102    -16.179677    -16.179704
   5.93373    -16.323815    -16.323842
   5.96645    -16.464805    -16.464832
   5.99917    -16.602061    -16.602090
   6.03189    -16.735211    -16.735239
   6.06461    -16.863895    -16.863924
   6.09733    -16.987846    -16.987875
   6.13004    -17.106844    -17.106874
   6.16276    -17.220705    -17.220735
 
# Band-Index    4
   6.16276    -17.220705    -17.220735
   6.13004    -17.106844    -17.106874
   6.09733    -16.987846    -16.987875
   6.06461    -16.863895    -16.863924
   6.03189    -16.735211    -16.735239
   5.99917    -16.602061    -16.602090
   5.96645    -16.464805    -16.464832
   5.93373    -16.323815    -16.323842
   5.90102    -16.179677    -16.179704
   5.86830    -16.033044    -16.033070
   5.83558    -15.884855    -15.884880
   5.80286    -15.736336    -15.736360
   5.77014    -15.589139    -15.589162
   5.73742    -15.445535    -15.445557
   5.70471    -15.308599    -15.308620
   5.67199    -15.182551    -15.182571
   5.63927    -15.072947    -15.072966
   5.60655    -14.986559    -14.986577
   5.57383    -14.930688    -14.930706
   5.54111    -14.911288    -14.911305
   5.54111    -14.911288    -14.911305
   5.50840    -15.013639    -15.013657
   5.47568    -15.110733    -15.110750
   5.44296    -15.202492    -15.202510
   5.41024    -15.288860    -15.288878
   5.37752    -15.369833    -15.369851
   5.34480    -15.445355    -15.445373
   5.31209    -15.515392    -15.515410
   5.27937    -15.579827    -15.579846
   5.24665    -15.638815    -15.638833
   5.21393    -15.692244    -15.692263
   5.18121    -15.740096    -15.740114
   5.14849    -15.782354    -15.782372
   5.11578    -15.819004    -15.819022
   5.08306    -15.850033    -15.850052
   5.05034    -15.875435    -15.875453
   5.01762    -15.895199    -15.895218
   4.98490    -15.909320    -15.909339
   4.95218    -15.917734    -15.917752
   4.91947    -15.920559    -15.920578
   4.91947    -15.920559    -15.920578
   4.83932    -15.926837    -15.926856
   4.75918    -15.942765    -15.942785
