#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   0.11522    -19.290832    -19.290582
   0.05761    -19.286426    -19.286176
   0.00000    -19.284848    -19.284598
 
# Band-Index    3
   0.00000    -19.284848    -19.284598
   0.05761    -19.286426    -19.286176
   0.11522    -19.290832    -19.290582
   0.17283    -19.298230    -19.297980
   0.23044    -19.308590    -19.308340
   0.28805    -19.321010    -19.320761
   0.34566    -19.335969    -19.335720
   0.40327    -19.352216    -19.351968
   0.46088    -19.369944    -19.369696
   0.51849    -19.388433    -19.388185
   0.57610    -19.406935    -19.406688
   0.63371    -19.424969    -19.424722
   0.69132    -19.442076    -19.441830
   0.74893    -19.457956    -19.457710
   0.80654    -19.472415    -19.472170
   0.86415    -19.484581    -19.484336
   0.92176    -19.494418    -19.494173
   0.97937    -19.501617    -19.501372
   1.03698    -19.505863    -19.505618
   1.09459    -19.507667    -19.507422
   1.09459    -19.507667    -19.507422
   1.11953    -19.507601    -19.507356
   1.14448    -19.507273    -19.507028
   1.16942    -19.506890    -19.506645
   1.19437    -19.506442    -19.506198
   1.21931    -19.506001    -19.505757
   1.24426    -19.505294    -19.505049
   1.26921    -19.504316    -19.504071
   1.29415    -19.503419    -19.503174
   1.31910    -19.502382    -19.502137
   1.34404    -19.501149    -19.500905
   1.36899    -19.499716    -19.499471
   1.39393    -19.498356    -19.498111
   1.41888    -19.496728    -19.496483
   1.44383    -19.494964    -19.494719
   1.46877    -19.493065    -19.492820
   1.49372    -19.491101    -19.490856
   1.51866    -19.489006    -19.488761
   1.54361    -19.486908    -19.486663
   1.56855    -19.484480    -19.484235
   1.56855    -19.484480    -19.484235
   1.64339    -19.476408    -19.476162
   1.71823    -19.467200    -19.466954
   1.79307    -19.456772    -19.456526
   1.86790    -19.445192    -19.444946
   1.94274    -19.432788    -19.432542
   2.01758    -19.419545    -19.419299
   2.09242    -19.405793    -19.405546
   2.16725    -19.391432    -19.391185
   2.24209    -19.377120    -19.376873
   2.31693    -19.362451    -19.362203
   2.39176    -19.348391    -19.348143
   2.46660    -19.335085    -19.334836
   2.54144    -19.322538    -19.322289
   2.61628    -19.311612    -19.311362
   2.69111    -19.301969    -19.301720
   2.76595    -19.294216    -19.293966
   2.84079    -19.288958    -19.288708
   2.91563    -19.286019    -19.285768
   2.99046    -19.284848    -19.284598
   2.99046    -19.284848    -19.284598
   3.06102    -19.286552    -19.286301
   3.13158    -19.291130    -19.290880
   3.20213    -19.299152    -19.298902
   3.27269    -19.310031    -19.309781
   3.34325    -19.323949    -19.323700
   3.41381    -19.340050    -19.339801
   3.48436    -19.357855    -19.357607
   3.55492    -19.376760    -19.376512
   3.62548    -19.396407    -19.396159
   3.69604    -19.416262    -19.416015
   3.76659    -19.435574    -19.435327
   3.83715    -19.454496    -19.454250
   3.90771    -19.471628    -19.471383
   3.97826    -19.486612    -19.486367
   4.04882    -19.499591    -19.499347
   4.11938    -19.510011    -19.509766
   4.18994    -19.517716    -19.517472
   4.26049    -19.522394    -19.522150
   4.33105    -19.524732    -19.524488
   4.33105    -19.524732    -19.524488
   4.35986    -19.523719    -19.523475
   4.38866    -19.522634    -19.522390
   4.41747    -19.520820    -19.520576
   4.44627    -19.518289    -19.518044
   4.47507    -19.515055    -19.514811
   4.50388    -19.511141    -19.510896
   4.53268    -19.506292    -19.506048
   4.56149    -19.501240    -19.500995
   4.59029    -19.495466    -19.495221
   4.61910    -19.489434    -19.489189
   4.64790    -19.482606    -19.482361
   4.67671    -19.475304    -19.475059
   4.70551    -19.467439    -19.467194
   4.73432    -19.459336    -19.459090
   4.76312    -19.450777    -19.450531
   4.79193    -19.442087    -19.441841
   4.82073    -19.433185    -19.432938
   4.84954    -19.424130    -19.423883
   4.87834    -19.414727    -19.414480
   4.87834    -19.414727    -19.414480
   4.90715    -19.415391    -19.415144
   4.93595    -19.416356    -19.416109
   4.96476    -19.417951    -19.417704
   4.99356    -19.420089    -19.419842
   5.02237    -19.423051    -19.422805
   5.05117    -19.426453    -19.426207
   5.07998    -19.430418    -19.430171
   5.10878    -19.434702    -19.434456
   5.13759    -19.439760    -19.439513
   5.16639    -19.445270    -19.445024
   5.19520    -19.451068    -19.450822
   5.22400    -19.457312    -19.457066
   5.25281    -19.463885    -19.463639
   5.28161    -19.470675    -19.470429
   5.31042    -19.477772    -19.477527
   5.33922    -19.485059    -19.484813
   5.36803    -19.492416    -19.492171
   5.39683    -19.500122    -19.499877
   5.42564    -19.507667    -19.507422
 
# Band-Index    4
   5.42564    -19.507667    -19.507422
   5.39683    -19.500122    -19.499877
   5.36803    -19.492416    -19.492171
   5.33922    -19.485059    -19.484813
   5.31042    -19.477772    -19.477527
   5.28161    -19.470675    -19.470429
   5.25281    -19.463885    -19.463639
   5.22400    -19.457312    -19.457066
   5.19520    -19.451068    -19.450822
   5.16639    -19.445270    -19.445024
   5.13759    -19.439760    -19.439513
   5.10878    -19.434702    -19.434456
   5.07998    -19.430418    -19.430171
   5.05117    -19.426453    -19.426207
   5.02237    -19.423051    -19.422805
   4.99356    -19.420089    -19.419842
   4.96476    -19.417951    -19.417704
   4.93595    -19.416356    -19.416109
   4.90715    -19.415391    -19.415144
   4.87834    -19.414727    -19.414480
   4.87834    -19.414727    -19.414480
   4.84954    -19.424130    -19.423883
   4.82073    -19.433185    -19.432938
   4.79193    -19.442087    -19.441841
   4.76312    -19.450777    -19.450531
   4.73432    -19.459336    -19.459090
   4.70551    -19.467439    -19.467194
   4.67671    -19.475304    -19.475059
   4.64790    -19.482606    -19.482361
   4.61910    -19.489434    -19.489189
   4.59029    -19.495466    -19.495221
   4.56149    -19.501240    -19.500995
   4.53268    -19.506292    -19.506048
   4.50388    -19.511141    -19.510896
   4.47507    -19.515055    -19.514811
   4.44627    -19.518289    -19.518044
   4.41747    -19.520820    -19.520576
   4.38866    -19.522634    -19.522390
   4.35986    -19.523719    -19.523475
   4.33105    -19.524732    -19.524488
   4.33105    -19.524732    -19.524488
   4.26049    -19.522394    -19.522150
   4.18994    -19.517716    -19.517472
   4.11938    -19.510011    -19.509766
   4.04882    -19.499591    -19.499347
   3.97826    -19.486612    -19.486367
   3.90771    -19.471628    -19.471383
   3.83715    -19.454496    -19.454250
   3.76659    -19.435574    -19.435327
   3.69604    -19.416262    -19.416015
   3.62548    -19.396407    -19.396159
   3.55492    -19.376760    -19.376512
   3.48436    -19.357855    -19.357607
   3.41381    -19.340050    -19.339801
   3.34325    -19.323949    -19.323700
   3.27269    -19.310031    -19.309781
   3.20213    -19.299152    -19.298902
